ability_1,ability_2,win_rate
Omniknight,Battery Assault,58.85
Rubick,Pulse Nova,53.5
Void Spirit,Natural Order,56.38
Fiend's Grip,Hex,52.26
Fiery Soul,Lightning Storm,48.15
Huskar,Battle Hunger,46.5
Necrophos,Wild Axes,51.85
Sniper,Juxtapose,67.08
Monkey King,Battle Trance,56.38
Primal Beast,Kraken Shell,37.04
Bloodrage,God's Strength,45.68
Timbersaw,Exorcism,53.91
Multishot,Coup de Grace,48.56
Wraithfire Blast,Storm Hammer,50.21
Underlord,Ravage,52.26
Uproar,Dispersion,67.08
Spectre,Hunter in the Night,53.91
Queen of Pain,Illusory Orb,51.03
Lina,Ice Blast,57.61
Alchemist,Heartstopper Aura,52.26
Counter Helix,Epicenter,47.74
Bane,Gush,52.26
Mirana,Infernal Blade,48.15
Blade Dance,Presence of the Dark Lord,59.67
Omnislash,Moon Glaives,60.91
Juggernaut,Leap,53.72
Lifestealer,Blade Dance,49.59
Oracle,Earth Spike,57.02
Immaterial,Mana Break,48.76
Abaddon,Tree Grab,42.56
Clinkz,Bodyguard,48.35
Dragon Knight,Arena Of Blood,65.7
Tusk,Feral Impulse,53.31
Lone Druid,Overpower,49.59
Storm Surge,Grow,47.11
Undying,Chain Frost,51.65
Lightning Bolt,Lucent Beam,48.76
Dazzle,Impetus,42.98
Jakiro,Repel,49.59
Rearm,Arcane Curse,42.98
Omniknight,Mortal Strike,56.61
Monkey King,Mana Break,51.24
Thundergod's Wrath,Nether Blast,49.59
Rupture,Avalanche,57.44
Timbersaw,Storm Hammer,51.24
Mars,Blade Fury,64.05
Phantom Rush,Tidebringer,47.93
Pugna,Frogstomp,53.72
Mass Serpent Ward,Tombstone,52.07
Phantom Assassin,Enchant Totem,42.56
Chemical Rage,Tether,54.96
Ogre Magi,Flesh Golem,57.44
Vengeance Aura,Pulse Nova,57.85
Skywrath Mage,Thunder Strike,52.48
Dispersion,Earthshock,60.74
Anchor Smash,Blink Strike,54.55
Gyrocopter,Bloodrage,55.79
Rubick,Starstorm,54.55
Alchemist,Blade Fury,57.85
Necrophos,Shrapnel,45.45
Dragon Knight,Slithereen Crush,67.77
Rot,Cloak and Dagger,45.04
Luna,Refraction,61.16
Shadow Shaman,Sacred Arrow,50.41
Blood Rite,Avalanche,52.89
Dragon Knight,Blink Strike,61.16
Hoodwink,Poison Attack,53.72
Lifestealer,Coup de Grace,45.87
Nyx Assassin,Charge of Darkness,51.24
Enigma,Paralyzing Cask,50.41
Troll Warlord,Greater Bash,43.39
Oracle,Nether Blast,46.28
Burrowstrike,Freezing Field,50.0
Lina,Lightning Bolt,54.55
Aftershock,Slithereen Crush,56.02
Shadow Demon,Poison Sting,48.96
Corrosive Skin,Enrage,57.26
Razor,Headshot,52.7
Croak of Genius,Thundergod's Wrath,49.79
Earth Spirit,Berserker's Call,53.53
Ember Spirit,Heartstopper Aura,48.13
Techies,Leech Seed,54.77
Huskar,Cloak and Dagger,47.72
Guardian Sprint,Coup de Grace,44.81
Void Spirit,Overwhelming Odds,53.94
Powershot,Lucent Beam,49.38
Uproar,Epicenter,49.79
Treant Protector,Stinger,52.7
Centaur Warrunner,Hookshot,49.79
Clockwerk,Blink,52.7
Laser,Reaper's Scythe,42.74
Shadow Fiend,Mirror Image,64.73
Ghostship,Burrowstrike,49.79
Pugna,Crystal Nova,56.85
Pugna,Noxious Plague,54.36
Drow Ranger,Rage,64.73
Tusk,Enchant Totem,59.34
Marksmanship,Refraction,51.87
Brain Sap,Mana Drain,41.49
Terrorblade,Moment of Courage,49.38
Nature's Prophet,Insatiable Hunger,45.23
Exorcism,Death Pulse,39.83
Lion,Shadowraze,46.47
Crypt Swarm,Chakra Magic,52.7
Windranger,Immaterial,50.62
Meld,Jinada,46.06
Slithereen Crush,Cloak and Dagger,56.85
Queen of Pain,Brain Sap,52.28
Silencer,Wall of Replica,56.02
Undying,Cloak and Dagger,45.64
Queen of Pain,Laguna Blade,47.72
Lone Druid,Searing Arrows,43.98
Outworld Devourer,Lucent Beam,46.47
Arc Warden,Haunt,58.09
Time Walk,Hoof Stomp,56.85
Stinger,Grow,41.91
Rubick,Wraithfire Blast,46.89
Earth Spike,Death Ward,58.92
Magnus,Cloak and Dagger,57.26
Timbersaw,Reincarnation,47.3
Feast of Souls,Bodyguard,56.43
Storm Hammer,Avalanche,57.68
Huskar,Shadow Strike,42.74
Icarus Dive,Sun Ray,49.79
Outworld Devourer,Wild Axes,55.6
Time Walk,Pulse Nova,58.09
Alchemist,Shrapnel,50.62
Wheel of Wonder,Magic Missile,58.09
Grimstroke,Lightning Bolt,52.7
Necrophos,Plasma Field,52.7
Skywrath Mage,Glaives of Wisdom,55.19
Blink Strike,Black Hole,48.55
Oracle,Cold Feet,48.96
Berserker's Call,Blade Fury,58.33
Hoodwink,Noxious Plague,57.08
Leshrac,Gush,60.42
Brain Sap,Death Ward,54.58
Lightning Bolt,Magic Missile,53.75
Magnus,Charge of Darkness,50.83
Centaur Warrunner,Quill Spray,55.42
Dark Willow,Battle Trance,50.42
Ringmaster,Assassinate,42.92
Catchy Lick,Fiend's Grip,58.75
Dark Seer,Pulverize,56.25
Paralyzing Cask,Black Hole,55.83
Tinker,Shallow Grave,44.17
Queen of Pain,Phase Shift,52.92
Blink,Battery Assault,60.0
Huskar,Frostbite,54.58
Broodmother,Tree Grab,46.67
Techies,Overload,58.75
Largo,Rot,52.92
Blink,Reverse Polarity,55.0
Sven,Dispersion,66.25
Wraith King,Phantom Strike,52.92
Storm Spirit,Shadowraze,48.33
Arena Of Blood,Charge of Darkness,57.08
Centaur Warrunner,Repel,52.92
Hoodwink,Strafe,49.17
Ghoul Frenzy,Presence of the Dark Lord,54.17
Wraithfire Blast,Frostbite,53.33
Keeper of the Light,Cloak and Dagger,48.75
Primal Beast,Storm Surge,48.75
Leshrac,Shadow Strike,49.58
Clockwerk,Kraken Shell,44.17
Shadowraze,Wraithfire Blast,48.75
Moonlight Shadow,Psi Blades,52.08
Medusa,Ghoul Frenzy,56.67
Bodyguard,Psi Blades,60.0
Earth Spirit,Rocket Barrage,48.33
Ember Spirit,Shapeshift,57.08
Tame the Beasts,Avalanche,55.0
Oracle,Maledict,45.83
Time Lock,Fervor,49.17
Presence of the Dark Lord,Grow,55.42
Puck,Fiery Soul,45.42
Troll Warlord,Inner Beast,42.5
Outworld Devourer,Lightning Bolt,47.5
Brewmaster,Feral Impulse,50.42
Pudge,Reaper's Scythe,43.33
Blade Fury,Death Ward,57.5
Reactive Tazer,Bloodrage,57.5
Beastmaster,Blade Fury,50.42
Techies,Leap,59.58
Winter Wyvern,Sacred Arrow,52.08
Alchemist,Blink,54.58
Elder Dragon Form,Bloodlust,48.75
Troll Warlord,Guardian Sprint,52.5
Axe,Uproar,53.75
Skywrath Mage,Aftershock,49.37
Maledict,Sonic Wave,46.03
Razor,Greater Bash,51.88
Medusa,Refraction,45.19
Brain Sap,Maledict,51.46
Ravage,Tombstone,52.72
Reactive Tazer,Bodyguard,55.65
Meat Hook,Rocket Barrage,52.72
Earth Spike,Sonic Wave,54.39
Invoker,Fury Swipes,44.77
Heartstopper Aura,Ion Shell,52.3
Pulverize,Counter Helix,48.12
Phantom Lancer,Great Cleave,43.93
Rupture,Vengeance Aura,53.14
Reactive Tazer,Strafe,55.65
Saltwater Shiv,Chemical Rage,46.44
Disruptor,Lucent Beam,42.26
Drow Ranger,Haunt,66.95
Sniper,Spectral Dagger,61.92
Torrent,Wraithfire Blast,58.58
Viper,Nightmare,44.35
Void Spirit,Lunar Orbit,53.97
Tree Grab,Insatiable Hunger,50.63
Arc Warden,Conjure Image,51.05
Shadow Fiend,Dream Coil,61.92
Blade Fury,Exorcism,55.23
Snapfire,Arc Lightning,54.39
Dazzle,Glaives of Wisdom,54.81
Disruptor,Wraithfire Blast,48.54
Clinkz,Nightmare,39.33
Undying,Avalanche,51.88
Undying,Arena Of Blood,52.3
Ghoul Frenzy,Moonlight Shadow,50.63
Counter Helix,Rot,54.39
Uproar,Pulse Nova,59.83
Meat Hook,Reaper's Scythe,46.44
Crypt Swarm,Reaper's Scythe,51.88
Lone Druid,Wyrm's Wrath,41.42
Visage,Infernal Blade,48.54
Void Spirit,Meat Hook,51.46
Leshrac,Aftershock,60.67
Solar Guardian,Celestial Hammer,51.88
Luna,Wyrm's Wrath,55.65
Grimstroke,Gush,54.39
Rubick,Paralyzing Cask,48.12
Laguna Blade,Gush,46.03
Mars,Flesh Golem,56.49
Tusk,Slithereen Crush,57.74
Brain Sap,Chain Frost,60.67
Lich,Rearm,33.89
Pugna,Poison Sting,60.67
Mind Flare,Decrepify,49.37
Faceless Void,Empower,59.83
Sniper,Enrage,60.67
Silencer,Track,48.54
Rearm,Diabolic Edict,45.61
Ogre Magi,Hunter in the Night,55.65
Tidehunter,Epicenter,61.51
Pugna,Upheaval,43.1
Astral Spirit,Grow,46.86
Toss,Time Walk,46.86
Ancient Apparition,Elder Dragon Form,51.46
Tusk,Rot,56.9
Oracle,Proximity Mines,50.63
Clinkz,Wyrm's Wrath,47.28
Medusa,Headshot,51.88
Bloodseeker,Lunar Orbit,59.83
Mana Break,Shackleshot,40.59
Leap,Phase Shift,60.67
Sand Storm,Heartstopper Aura,57.56
Cloak and Dagger,Fireblast,55.04
Void Spirit,Blink,50.0
Omniknight,Great Cleave,50.42
Nature's Prophet,Leap,55.88
Repel,Great Cleave,44.12
Invoker,Marksmanship,40.34
Omniknight,Life Break,49.58
Omniknight,Lunar Orbit,53.36
Jakiro,Greater Bash,48.32
Refraction,Moon Glaives,60.5
Bane,Sacred Arrow,54.2
Berserker's Call,Rot,57.98
Elder Titan,Anchor Smash,46.22
Crypt Swarm,Thundergod's Wrath,47.06
Noxious Plague,Frostbite,56.72
Fissure,Ravage,54.62
Sniper,Poison Attack,63.45
Earth Spirit,Uproar,46.22
Tusk,Blink,58.4
Finger of Death,Vacuum,44.12
Avalanche,Death Ward,57.14
Ogre Magi,Epicenter,53.78
Fiend's Grip,Blood Rite,52.52
Blood Rite,Storm Hammer,58.4
Techies,Juxtapose,57.98
Wild Axes,Lucent Beam,47.9
Warlock,Assassinate,52.52
Morphling,Illusory Orb,44.12
Terrorblade,Fiery Soul,53.36
Abaddon,Vengeance Aura,55.88
Phantom Lancer,Omnislash,41.18
Lifestealer,Berserker's Call,53.36
Legion Commander,Waveform,49.58
Burning Spear,Overpower,45.8
Shrapnel,Fatal Bonds,49.16
Sniper,Unknown Ability #1520,52.52
Queen of Pain,Time Lock,48.74
Black Hole,Split Earth,48.74
Void Spirit,Great Cleave,43.28
Rot,Berserker's Blood,62.18
Muerta,Chaos Strike,49.58
Dark Seer,Sticky Napalm,50.0
Timbersaw,Retaliate,48.32
Leshrac,Cloak and Dagger,65.55
Troll Warlord,Mortal Strike,42.02
Brain Sap,Laguna Blade,40.76
Death Prophet,Hammer of Purity,61.34
Tinker,Homing Missile,50.0
Mind Flare,Shuriken Toss,47.06
Sven,Lunar Orbit,57.38
Infest,Devour,45.57
Bodyguard,Dispose,48.1
Rubick,Ice Path,63.29
Rearm,Rocket Barrage,46.84
Legion Commander,Snowball,50.21
Nyx Assassin,Magic Missile,49.79
Morphling,Ghoul Frenzy,61.6
Omniknight,Thirst,50.63
Tinker,Rocket Flare,41.77
Batrider,Static Link,48.52
Skywrath Mage,Starstorm,44.73
Pudge,Slithereen Crush,53.16
Nature's Prophet,Entangle,41.35
Focus Fire Facet,Incapacitating Bite,47.68
Earth Spike,Shackles,54.43
Nightmare,Skeleton Walk,40.08
Queen of Pain,Burning Spear,47.68
Fiend's Grip,Frostbite,54.43
